Filename,Original,Translate,Translate_GPT_1
fiore_93.csv,"O vero a que’, che seguor mi’ penone,","o a quelli che seguono il mio stendardo,","o ai miei seguaci,"
fiore_93.csv,"E’ convien  ch’e’•ssia morto, o messo in caccia,","è necessario che muoiano o siano messi in fuga,",è indispensabile che siano eliminati o costretti a fuggire.
fiore_93.csv,"Sanza trovar in noi mai ridenzione,","senza mai trovare perdono in noi,",senza mai individuare il ristoro in noi stessi
fiore_93.csv,"Né per merzé né per cosa, ch’e’ faccia.",né per misericordia né per qualsiasi cosa che facciano.,né per pietà né per qualsiasi cosa che abbiano fatto.
fiore_93.csv,E’ pur convien ch’e’ vada a distruzione».,E' pur necessario che vadano alla distruzione.,È indispensabile che siano annientati.
fiore_94.csv,"Come Falso-Senbiante sì parlava,","Come Falso-Sembiante parlava,"," tutti si fermaronoMentre Falso-Sembiante stava discorrendo, tutti rimasero immobili"
fiore_94.csv,"Amor   sì ’l prese allora a ragionare,",Amore lo prese allora per mano,Affetto lo prese allora per mano
fiore_94.csv,"E disegli, in ronpendo su’ parlare,","e gli mostrò, interrompendo il suo discorso,"," una fotografiae gli mostrò, interrompendo il suo discorso, un'immagine"
fiore_94.csv,C’a ’l su’ parer ver’ Dio troppo fallava.,"che secondo il suo parere, si allontanava troppo da Dio.","che, a suo giudizio, si discostava eccessivamente da Dio."
fiore_94.csv,E poi il domandò se l’uon trovava,E poi gli chiese se l'uomo poteva trovare, la paceQuindi gli domandò se l'individuo poteva raggiungere la serenità.
fiore_94.csv,Religione in giente seculare.,religione tra la gente secolare.,Credenza tra la popolazione laica.
fiore_94.csv,"Que’ disse: «Sì, nonn-è mestier dottare»,","Quello disse: ""Sì, non è necessario dottrinare,"," è sufficiente informare.""Quell'individuo affermò: ""Sì, non è necessario istruire, basterà informare."""
fiore_94.csv,"Che più che ’n altro luogo ivi fruttava,",che vi portava più frutti che altrove;,che offriva più ricompense che in altri luoghi.
fiore_94.csv,"Chéd e’ sarebe troppo gran dolore,",perché sarebbe un dolore troppo grande,perché sarebbe una sofferenza troppo grande
fiore_94.csv,Se ciaschedun su’ anima perdesse,"perché ognuno perda la sua anima,",affinché ciascuno disperda la propria anima.
fiore_94.csv,Perché vestisse drappo di colore.,Perche' indossava vestiti colorati.,Perche' indossava abiti vivaci.
fiore_94.csv,"Né lui, né altri già ciò non credesse","Né lui, né altri già non credono","Nessuno, né lui, né altri più non ripongono fede"
fiore_94.csv,Ché ’n ognie roba porta frutto e fiore,che in ogni cosa ci sia frutto e fiore,che in ogni cosa ci sia profitto e decoro
fiore_94.csv,"Religion, ma’ che ’l cuor  le si desse.","della religione, ma dipende dal cuore che se ne dia attenzione.","Della fede, ma dipende dal cuore che se ne faccia tesoro."
fiore_95.csv,"Molti buon’ santi   à l’uon visti morire,",Molti buoni santi hanno visto morire,Molti venerabili santi hanno assistito al decesso.
fiore_95.csv,"E molte buone sante gloriose,","e molte buone sante glorificate,",E molte sante lodate in modo eccellente.
fiore_95.csv,"Che fuor divote e ben religiose,","che erano devote e ben religiose,",che erano devotate e piene di pietà religiosa.
fiore_95.csv,"E robe di color’ volean vestire,",e voleva indossare abiti colorati:,desiderava vestirsi di tinte vivaci
fiore_95.csv,"Né non lasciar per ciò già di santire,","Ma questo non significa che non santificassero,",Ma questo non implica che non venerassero
fiore_95.csv,"Ma elle non fur anche dispittose,",Ma non furono mai dispettose;,Ma non si comportarono mai maliziosamente.
fiore_95.csv,"Anz’eran caritevoli, e pietose,","piuttosto, erano caritatevoli e devote",Erano gentili e benevole
fiore_95.csv,E sofferian per Dio d’esser martire.,e soffrivano per Dio di essere martirizzate.,e soffrivano per Dio di essere sacrificate.
fiore_95.csv,«E s’i’ volesse i’ n’andre’ assa’ nomando.,"""E se volessi, potrei nominarne molti.","Se desiderassi, potrei citare diversi esempi."
fiore_95.csv,"Ma apressoché tutte le sante e santi,","Ma poiché tutte le sante e i santi,","Ma poiché tutti gli dei e le divinità,"
fiore_95.csv,"Che•ll’uon va per lo mondo ogi adorando,","che oggi l'uomo va adorando per il mondo,","che oggi l'uomo venera per il globo,"
fiore_95.csv,"Tener famiglie, e sì fecier anfanti.",avevano famiglie e generavano figli.,Avevano nuclei famigliari e mettevano al mondo prole.
fiore_95.csv,"Vergine, e caste, e donne gir portando","Vergine, casti e donne portavano"," al santuarioVergini, chaste e femmine conducevano al santuario."
fiore_95.csv,"Cotte, e sorcotti di colori, e manti.","abiti e soprabiti di colori diversi.""",Abbigliamento e soprattutto di varie tonalità.
fiore_96.csv,"L’undicimilia vergini beate,","Le undicimila vergini beatificate,",Le undicimila fanciulle santificate.
fiore_96.csv,"Che davanti da Dio fanno lumera,","che davanti a Dio fanno luce,",che brillano davanti a Dio.
fiore_96.csv,In roba di color ciaschedun’era,erano vestite in abiti di colori diversi,Indossavano vestiario variopinto.
fiore_96.csv,"Il giorno, ch’elle fur martoriate,","il giorno in cui furono martirizzate,"," le donne si ribellaronoIl giorno in cui furono perseguitate, le donne si opposero."
fiore_96.csv,Non ne fur per ciò da Dio schifate.,ma per questo non furono da Dio respinte.,ma per questo non furono da Dio rigettate.
fiore_96.csv,Dunque chi dicie che•ll’anima pèra,Dunque chi dice che l'anima perde," il controllo?Così, chi afferma che l'anima perda la padronanza?"
fiore_96.csv,"Per roba di color, già ciò non chera,","per causa dei vestiti, non ha ragione,","A causa dell'abbigliamento, non ha motivo."
fiore_96.csv,Ché già non fiar per ciò di men salvate:,poiché non si salva di meno per questo:,poiché non si ha minor risparmio per questo
fiore_96.csv,"Ché ’l salvamento vien del buon coragio,","poiché la salvezza viene dal buon coraggio,",poiché la salvezza deriva dal coraggio virtuoso
fiore_96.csv,La roba non vi toglie né non vi dona.,i vestiti non tolgono né donano.,Gli abiti non aggiungono né sottraggono.
fiore_96.csv,"E questo si dé creder ognie sagio,","E questo si deve credere per ogni saggio,",Questo deve essere ritenuto da ogni persona di intelligenza.
fiore_96.csv,"Che non sia intendimento di persona,","che non dipenda dalla scelta della persona,",che non sia inerente al libero arbitrio dell'individuo.
fiore_96.csv,"Che que’, che veste l’abito salvagio,","che colui che indossa un abito selvaggio,"," non ha una mente sanacolui che veste un abbigliamento bizzarro, non è dotato di un intelletto sano"
fiore_96.csv,"Si salvi, s’e’ nonn-à l’opera bona.",non si salva se non fa buone opere.,non si salva se non compie buone azioni.
fiore_97.csv,Chi della pelle del monton fasciasse,Chi della pelle del montone vestiva,Chi indossava la pelliccia del montone
fiore_97.csv,"I•lupo, e tra•lle pecore il mettesse,","il lupo e lo mettesse tra le pecore,",il lupo e lo collocasse tra le pecore.
fiore_97.csv,"Credete voi, perch’e’ monton paresse,",credete che perché sembri un montone,pensate che poiché appaia come una pecora
fiore_97.csv,Che de le pecore e’ non divorasse?,non mangerebbe le pecore?,non nutrirebbe le pecore?
fiore_97.csv,"Già men lor sangue non desiderasse,","Anzi, il loro sangue desidererebbe ancora di più","Invece, il loro sangue brama maggiormente."
fiore_97.csv,Ma vie più tosto inganar le potesse.,e sarebbe in grado di ingannarle con maggiore facilità.,e sarebbe abile a trarle in inganno più agevolmente.
fiore_97.csv,"Po’ che•lla pecora no ’l conosciesse,","Poiché la pecora non lo riconoscerebbe,"," il pastore decise di andare viaDal momento che la ovina non lo avrebbe identificato, il pascolatore deliberò di partire."
fiore_97.csv,"S’e’ si fugisse, inpresso lui n’andasse.","e se fuggisse, gli andrebbe incontro.","e se scappasse, gli andrebbe incontro."
fiore_97.csv,Così vo io mi’ abito divisando,"Allo stesso modo, io, scegliendo il mio abito,"," volevo esprimere la mia personalitàInoltre, io, optando per il mio vestito, bramavo manifestare la mia individualità"
fiore_97.csv,"Ched i’ per lupo non sia conosciuto,","perché non sia riconosciuto come un lupo,",perché non sia identificato come un lupo.
fiore_97.csv,Tutto vad’io le gienti divorando.,vado a divorare tutta la gente.,Procedo a divorare tutti gli individui.
fiore_97.csv,"E, Dio merzé, i’ son sì proveduto,","E, grazie a Dio, sono così abile","E, per fortuna, sono così abile"
fiore_97.csv,"Ched i’ vo tutto ’l mondo ogi truffando,",che inganno tutto il mondo oggi,che imbroglia tutto il mondo oggi
fiore_97.csv,E sì son santo e produomo tenuto.,e sono considerato santo e virtuoso.,Sono venerato come santificato e retto.
fiore_98.csv,"Sed e’ ci à guari di cota’ lupelli,","Ma ci sono molti lupacchiotti,",Ma ci sono molti scavezzacollo.
fiore_98.csv,"La Santa Chiesa sì è malbalita,","la Santa Chiesa è malata,",Il Sacro Culto è ammalato.
fiore_98.csv,Po’ che•lla sua città è asalita,poiché la sua città è assediata,"poiché la sua città è assediata, sotto un blocco militare"
fiore_98.csv,"Per questi apostoli, c’or son novelli,","per questi apostoli, che ora sono nuovi,","Per questi messaggeri, che ora sono freschi"
fiore_98.csv,"Ch’i’ son ciertan, po’ ch’e’ son suo’ rubelli,","Io ne sono certo, poiché sono suoi nemici,","Io sono assolutamente convinto, poiché sono i loro avversari."
fiore_98.csv,Ch’ella non potrà essere guarentita:,che non può essere guarita:,incurabile
fiore_98.csv,"Presa sarà sanza darvi fedita,","sarà catturata senza darvi fede,",sarà catturata senza crederci.
fiore_98.csv,"Né di trabochi, né di manghanelli.","né di trappole, né di manganelli.","né di insidie, né di bastoni."
fiore_98.csv,"Se Dio non vi vuol metter argomento,","Se Dio non vuole intervenire,"," non c'è niente da fareSe Dio non decide di agire, non c'è modo di procedere."
fiore_98.csv,"La guera si fie tosto capitata,","la guerra sarà presto finita,",La contesa cesserà a breve.
fiore_98.csv,Sì ch’ognie cosa andrà a perdimento.,e tutto andrà in così che tutto andrà in perdizione.:,E tutto andrà in rovina.
fiore_98.csv,"Ed a me par ch’E’ l’à dimenticata,","E a me sembra che Egli l'abbia dimenticata,",A me sembra che Lui l'abbia trascurata.
fiore_98.csv,Po’ sòfera cotanto tradimento,poiché sopporta tanto tradimento,dato che tollera tanta infedeltà
fiore_98.csv,"Da color, a chui guardia l’à lasciata.",da coloro a cui ha lasciato la guardia.,da coloro a cui è stata affidata la custodia.
fiore_99.csv,"Sed e’ vi piacie, i’ sì m’andrò posando,","Ma se vi fa piacere, mi fermerò,","Se preferite, mi tratterrò."
fiore_99.csv,Sanza di questi fatti più parlare.,senza parlare di questi fatti in più.,senza elencare ulteriori dettagli.
fiore_99.csv,"Ma tuttor   sì vi vo’ convenenzare,","Ma comunque voglio farvi notare,","In ogni caso, desidero sottolineare"
fiore_99.csv,"Che tutti i vostri amici andrò avanzando,","che tutti i vostri amici aiuterò,",che tutti i vostri compagni sosterrò.
fiore_99.csv,Ma’ che comeco ciascun vada usando:,ma ognuno dovrà agire con prudenza:,ma ciascuno dovrà procedere con cautela.
fiore_99.csv,"Sì son e’ morti, s’e’ no ’l voglion fare.",sono morti se non vogliono fare ciò.,Sono periti se non intendono compiere ciò.
fiore_99.csv,"E la mia amica convien honorare,","E la mia amica conviene onorarare,",E la mia amica merita di essere rispettata.
fiore_99.csv,O ’l fatto lor andrà pur pegiorando.,o la loro situazione andrà peggiorando.,o la loro condizione diventerà più precaria.
fiore_99.csv,"Egli è ben vero ched i’ son traditore,","E' del tutto vero che io sono un traditore,",È indiscutibilmente corretto affermare che io sono un infedele.
fiore_99.csv,"E per ladron m’à Dio, pez’à, giugiato,","e per qualche tempo Dio mi ha giudicato un ladro,",e per un po' Dio mi ha considerato un furfante.
fiore_99.csv,Perch’i’ ò messo il mondo in tanto erore.,perché ho messo il mondo in così tanto errore.,perché ho causato tanto disordine nel mondo.
fiore_99.csv,"Per molte volte mi son pergiurato,","Per molte volte ho giurato falsamente,",Per innumerevoli occasioni ho spergiurato.
fiore_99.csv,"Ma i’ fo il fatto mio sanza romore,","ma faccio il mio dovere in silenzio,",Completo il mio compito in quiete.
fiore_99.csv,Sì che nessun se n’è ancora adato.,così che nessuno se ne sia ancora accorto.,in modo che nessuno sia ancora stato a conoscenza.
fiore_100.csv,I’ fo sì finta mente ognie mio fatto,Faccio finta in ogni mio affare,Fingo in ogni mia attività.
fiore_100.csv,"Che Proteùsso, che già si solea","che Proteo, che già solitamente"," mutevoleche Proteo, che di solito variabile"
fiore_100.csv,"Mirare   in tutto ciò, ched e’ volea,","poteva cambiare forma a suo piacimento,",poteva variare la propria configurazione a suo gradimento.
fiore_100.csv,Non sepe unquanche il quarto di baratto,"non sappia neppure un quarto degli inganni,",non sia a conoscenza di neppure una parte dei tranelli.
fiore_100.csv,"Come fo io, che non tenni ancor patto.","Come faccio io, che non ho mai stretto alcun patto,"," a garantire la tua sicurezza?Come posso io, che non ho mai concluso alcun accordo, assicurare la tua protezione?"
fiore_100.csv,"E’ nonn-è ancor nessun, che se n’adea,",Non c'è ancora nessuno che se ne ha idea,Non c'è ancora nessuno che ne conosce l'idea.
fiore_100.csv,"Tanto no•stea   con meco, o mangi, o bea,",nemmeno colui che passa il tempo o mangia o beve con me;,"Nemmeno chi si intrattiene, nutre o liba con me."
fiore_100.csv,Che nella fine no•gli faccia un tratto.,che alla fine non gli faccia un tradimento.,che alla fine non gli infligga un'infedeltà.
fiore_100.csv,Chéd i’ so mia fazone sì ben canbiare,Perché so cambiare la mia faccia così bene,?Perché sono così abile nel modificare il mio aspetto?
fiore_100.csv,Ched i’ non fui unquanche conosciuto,che non sono mai stato riconosciuto,che non sono mai stato apprezzato
fiore_100.csv,"In luogo, tanto vi potesse usare,","in nessun luogo dove ho usato questa abilità,",In nessun luogo dove ho applicato questo talento.
fiore_100.csv,"Ché chi mi crede più aver veduto,","e chi mi crede di aver visto,",e chi mi da credito per aver veduto
fiore_100.csv,"Cogli atti miei gli so gli ochi fasciare,","con le mie azioni gli acceco gli occhi,",Con le mie azioni gli cieco gli occhi.
fiore_100.csv,Sì ch’e’ m’à incontanente isconosciuto.,in modo che immediatamente non mi riconosce.,in modo da non essere identificato subito.
fiore_101.csv,"I’ sì so ben per cuor ognie linguagio,","Io conosco bene ogni lingua,",Io sono versato in ogni lingua.
fiore_101.csv,"Le vite d’esto mondo i’ ò provate,","ho provato tutte le vite di questo mondo,",Ho sperimentato ogni aspetto dell'esistenza.
fiore_101.csv,"Ch’un’or divento prete, un’altra frate,","un'ora divento prete, un'altra frate,","un'ora divento un sacerdote, l'altra un frate religioso."
fiore_101.csv,"Or prinze, or cavaliere,   or fante, or pagio,","ora principe, ora cavaliere, ora fante, ora servo,","adesso sovrano, adesso cavaliere, adesso scudiero, adesso servitore."
fiore_101.csv,Secondo ched i’ vegio mi’ vantagio;,a seconda di quello che vedo come mio vantaggio;,in base a ciò che vedo come mio beneficio.
fiore_101.csv,"Un’altr’or son prelato, un’altra abate,","un'altra volta son prelato, un'altra abate,","un'altra volta sono prelato, un'altra volta sono vescovo."
fiore_101.csv,"Molto mi piaccion giente regolate,","mi piacciono molto le persone che seguono le regole,",Apprezzo grandemente i soggetti che rispettano le norme.
fiore_101.csv,Ché co•llor cuopr’i’ meglio il mi’ volpagio;,Perche' con loro posso meglio nascondere la mia natura da volpe.,Perche' con loro posso meglio celare la mia indole da volpe.
fiore_101.csv,"Ancor mi fo romito, e pellegrino,","Inoltre divento eremita e pellegrino,",Inoltre divento solitario e vagabondo.
fiore_101.csv,"Cherico, e avocato e gustiziere,","chierico, avvocato e giustiziere,","Il sacerdote, l'avvocato e il giudice hanno fatto rispettare la legge."
fiore_101.csv,"E monaco, e calonaco, e bighino;","monaco, calzolaio e mendicante;","Un religioso, un ciabattino e un accattonaggio."
fiore_101.csv,"E castellan mi fo, e forestiere,","e mi faccio castellano e straniero,",e mi considero sia un abitante del luogo che un forestiero.
fiore_101.csv,"E giovane alcun’ora, e vechio chino:","e giovane a volte, e vecchio curvo:","egli è giovanile di tanto in tanto, e anziano incurvato."
fiore_101.csv,"A brieve motti, i’ son d’ogni’ mestiere.","in breve, sono di ogni mestiere.","In sintesi, sono di vari mestieri."
fiore_102.csv,"Sì prendo poi, per seguir mia conpagna,","Quindi, per seguire la mia compagna,"," devo avere una buona volontàQuindi, per accompagnare la mia compagna, devo mostrare un grande desiderio."
fiore_102.csv,"Cioè madona Costretta-Astinenza,","cioè la Signora Costrizione-Astinenza,","In altre parole, la Signora Contenimento-Abnegazione."
fiore_102.csv,"Altri dighisamenti a sua voglenza,","prendo altri digiuni a sua volontà,",accetto altri vuoti a sua discrezione.
fiore_102.csv,"Perch’ella mi sollaza, e m’aconpagna;",perché lei mi consola e mi accompagna;,poiché lei mi tranquillizza e mi sostiene.
fiore_102.csv,E metto pena perch’ella rimagnia,e metto pena perché lei si compiace,e provo dolore perché lei si rallegra
fiore_102.csv,"Comeco, perch’ell’è di gran sofrenza,","e perché è così sofferente,",e perché è così doloroso
fiore_102.csv,"E s’amostra a•ttal gran benvoglienza,",e si mostra così ben disposta,e si manifesta così benvolente
fiore_102.csv,Ch’ella vorebe che fosse in Ispagnia.,che vorrebbe che fossi in Spagna.,che desidera che io sia in Spagna.
fiore_102.csv,"Ella si fa pinzochera, e badessa,","Lei si fa pinzochera, e badessa,",Lei si comporta da boriosa e autoritaria.
fiore_102.csv,"E monaca, e rinchiusa, e serviziale,","e monaca, e rinchiusa, e serviziale,"," e affettuosaElla è una monaca, reclusa in un luogo isolato, servizievole ed affettuosa."
fiore_102.csv,"E fassi sopriora, e prioressa.","e fatti superiore, e priora.",Assumi un atteggiamento di predominanza e preminenza.
fiore_102.csv,Idio sa ben sed ell’è spiritale!,Dio sa ben se è spirituale!,Dio sa perfettamente se è religioso!
fiore_102.csv,"Altr’or si fa noviza, altr’or professa,","Altre volte si fa novizia, altre volte professa,","Altre volte si è neofita, altre volte maestra."
fiore_102.csv,"Ma, che che faccia, non pensa c’a male.","ma, ciò che faccia, non pensa a male.","ma, ciò che fa, non ha intenzioni dannose."
fiore_103.csv,Ancor sì no•mi par nulla travaglia,"Inoltre, non mi sembra nulla faticoso","Inoltre, non mi sembra nulla arduo"
fiore_103.csv,"Gir per lo mondo, inn-ogne regione,",per girare le regioni del mondo,viaggiare per le terre del globo
fiore_103.csv,E riciercar ognie religione;,e cercare ogni religione;,esplorare e investigare ogni credo.
fiore_103.csv,"Ma della religion,   sa•nulla faglia,","ma della religione, non commetto alcun errore,","ma riguardo alla fede, non faccio alcun sbaglio."
fiore_103.csv,"I’ lascio il grano, e prendone la paglia,","io lascio il grano e prendo la paglia,",io abbandono il frumento e adotto la stoppa.
fiore_103.csv,"Ch’i’ non vo’ che•ll’abito a lor fazone,","perché non voglio che l'abito sia alla moda,"," lo scelgo fuori stagionepoiché non desidero che l'abito sia di tendenza, lo prendo fuori periodo."
fiore_103.csv,E predicar dolze predicazione:,e predicare dolci prediche:,esporre miti discorsi
fiore_103.csv,Con questi due argomenti il mondo abaglia.,con questi due argomenti inganno il mondo.,Con queste due suggestioni adescare il globo.
fiore_103.csv,"Così vo io mutando e suono, e verso,",Così cambio tono e verso,"In questo modo, devio il mio registro e direzione"
fiore_103.csv,"E diciendo parole humili e piane,","e dico parole umili e semplici,",espongo con umiltà parole semplici
fiore_103.csv,Ma molt’è il fatto mio a•dir diverso:,ma molto è il mio comportamento diverso:,ma il mio atteggiamento è assai dissimile
fiore_103.csv,"Ché tutti que’, c’ogi manucar pane,","perché tutti quelli che oggi mancano di pane,",Perché tutti quelli che oggi sono privi di cibo.
fiore_103.csv,"No•mi terian ch’i’ non gisse traverso,","mi vedrebbero come non fossi ingannatore,",mi vedrebbero come non fossi un truffatore.
fiore_103.csv,Ch’i’ ne son ghiotto più che d’unto il cane».,poiché ne sono goloso più del cane.,Dal momento che ne sono affamato più del canino.
fiore_104.csv,Falso-Senbiante si volle sofrire,Falso-Sembiante voleva soffrire ,Falso-Sembiante aveva bramato di patire
fiore_104.csv,"Sanza dir  de suo’ fatti più in avante,","senza parlare dei suoi fatti in avanti,"," non possiamo giudicarlasenza considerare le sue azioni passate, non possiamo valutarla"
fiore_104.csv,Ma ’l Die d’Amor non fecie pa senbiante,ma il Dio dell'Amore non ha dato alcun segno,ma il Divinità dell'Affetto non ha fornito alcun indizio
fiore_104.csv,"Ched e’ fosse anoiato dell’udire,","che fosse annoiato dall'udire,",che fosse sfibrato dall'ascoltare
fiore_104.csv,"Anzi gli disse, per lui ringioire:","anzi gli disse, per farlo pentire:","Gli disse, per indurlo al rimorso:"
fiore_104.csv,"«E’ convien al postutto, Falsenbiante,","""E' necessario, Falsosembiante,"," che tu faccia il possibile""E' indispensabile, Falsosembiante, che tu compia l'impegno massimo."
fiore_104.csv,"C’ognie tua tradigion tu sì•cci cante,",che tu confessi tutte le tue tradimenti,che tu dichiarare tutti i tuoi tradimenti
fiore_104.csv,Sì ch’e’ non vi rimanga nulla a dire.,in modo che non rimanga più nulla da dire.,"In modo che non sia più possibile aggiungere alcunché,"
fiore_104.csv,"Ché•ttu mi pari un uon di Giesocristo,","Perché tu mi sembri un uomo di Gesù Cristo,",Perché tu mi sembri un uomo di Dio.
fiore_104.csv,E ’l portamento fai di santo hermito».,"e fai il portamento di un santo eremita""",Sostieni un comportamento santo ed ascetico.
fiore_104.csv,"«Egli è ben vero, ma i’ sono ipocristo».","""E' vero, ma io sono un ipocrita""","""È indubbio, ma io sono un simulatore."""
fiore_104.csv,«Predicar astinenza i’ t’ò udito».,"""Ho udito che predicavi l'astinenza""",Ho sentito dire che tu predicavi la temperanza.
fiore_104.csv,"«Ver è, ma, per ch’i’ faccia il viso tristo,","""E' vero, ma per farmi sembrare triste,"," non è giusto""È corretto, ma per farmi sembrare malinconico, non è equo."
fiore_104.csv,I’ son di buon’ morselli dentro farsito.,"io sono sazio dentro di buoni bocconi""",Io sono appagato dai gustosi bocconi.
fiore_105.csv,"Di buon’ morselli i’ sì m’enpio la pancia,","Mi riempio la pancia di buoni bocconi,",Mi sazio di gustosi manicaretti.
fiore_105.csv,"E, s’e’ si truova al mondo di buon vino,","e, se c'è del buon vino in questo mondo,"," allora ce n'è anche del cattivoe, se c'è del vino di qualità in questo mondo, allora ce ne sarà pure della scarsa qualità."
fiore_105.csv,"E’ convien ch’i’ me ne enpia lo bolino,","è necessario che me ne riempia il bicchiere,",è fondamentale che me lo riempia di nuovo.
fiore_105.csv,"Ad ag’io   vo’ star più che ’l re di Francia,","voglio vivere meglio del re di Francia,",Desidero avere una vita più agiata del sovrano di Francia.
fiore_105.csv,Ché gli altru’ fatti so’ tutti una ciancia,perché gli altri fatti sono solo chiacchiere,Perché gli altri fatti sono solo discorsi vuoti
fiore_105.csv,"Verso de’ mie’, ch’e’ son mastro divino,","rispetto ai miei, che sono divini,"," i tuoi sono squisitirispetto ai miei, che sono sublime, i tuoi sono deliziosi"
fiore_105.csv,"E le cose sacrete m’indovino,","e le cose sacre le so indovinare,",e le cose sante le so intuire
fiore_105.csv,E tutto ’l mondo peso   a mia bilancia.,e tutto il mondo peso alla mia bilancia.,e tutto il mondo gravava sulla mia scala.
fiore_105.csv,"Ancor vo’ da le gienti tal vantagio,","Inoltre voglio avere il vantaggio sulla gente,",Inoltre desidero avere l'avventaggio sugli altri.
fiore_105.csv,"Ch’i’ vo’ riprender, sanz’esser ripreso,","che voglio prendere, senza essere ripreso,","che desidero acquisire, senza essere rimproverato"
fiore_105.csv,"Ed è ben dritto, ch’i’ sono ’l più sagio,","e è giusto, che io sono il più saggio,","e è appropriato, che io sono il più sapiente."
fiore_105.csv,"S’i’ porto tuttor sotto l’arco teso,","se tengo sempre sotto tiro l'arco,"," alla fine sarò fortunatose mantengo sempre teso l'arco, alla conclusione avrò fortuna."
fiore_105.csv,"Per dar a quel cotal male e damagio,",per causare a quelli che mi danno fastidio,provocare a quelli che mi infastidiscono
fiore_105.csv,Che ’n gastigar vi stesse punto inteso».,"un castigo adeguato, senza essere punito""","una sanzione proporzionata, senza subire conseguenze"
fiore_106.csv,"«Tu sì va’ predicando povertate,","""Tu vai predicando la povertà,"," ma sei tu stessa ricca""Tu vai propagandando la povertà, ma sei tu stessa abbiente."
fiore_106.csv,"E lodila». «Ver è, ad uopo altrui,","e la lodi"" ""E' vero, per gli altri,"," la sua bravura merita elogio""""E' inequivocabile, per gli altri, la sua abilità richiede lode""."
fiore_106.csv,"Ch’i’ non son già su’ amico, né ma’ fui,","ma non sono già suo amico, né mai fui,","ma non ero già suo amico, né mai fui."
fiore_106.csv,Anzi le porto crudel nimistate:,anzi le porto una crudele ostilità:,invece le offro una malvagia inimicizia
fiore_106.csv,Ch’i’ amerei assa’ meglio l’amistate,preferirei molto di più l'amicizia,vorrei assai l'amicità
fiore_106.csv,"Del re di Francia, che quella a colui,","del re di Francia, che quella a colui","del monarca di Francia, che quella a lui"
fiore_106.csv,"Che va caendo per l’uscial altrui,","va cadendo per l'uscio degli altri,",si sta allontanando dai restanti.
fiore_106.csv,"E muor sovente di neciessitate,","e spesso muore di necessità,",e sovente decede per necessità.
fiore_106.csv,"E ben avess’egli anima di santo,","e anche se avesse l'anima di un santo,"," non gli piacevae anche se avesse l'innocenza di un santone, non gli piaceva"
fiore_106.csv,"Il pover no•mi piaci’, e sua conteza,","il povero non mi piace, e la sua condizione,","il miserabile non mi piace, e la sua situazione."
fiore_106.csv,"E più, ch’i’ posso, i’ ’l metto da l’un canto;","e più di quanto possa, lo metto da parte;","e più di quanto possa, lo conservo."
fiore_106.csv,"E se d’amor gli mostro, si è finteza,","e se gli mostro amore, è finzione,","e se gli dimostro affetto, è simulazione."
fiore_106.csv,Ma convien ch’i’ mi cuopra di quel manto:,ma comviene che io mi copra con quel manto:,È consigliabile che io mi avvolga con quell'indumento.
fiore_106.csv,"Per mostrar ch’i’ sia buon, lor fo careza.","per dimostrare che sono buono, do loro attenzione.","per attestare la mia bontà, do loro cura."
fiore_107.csv,E quand’io vego igniudi que’ truanti,"E quando vedo quei mendicanti nudi,"," provo compassioneQuando osservo quei poveracci senza abiti, sento una sincera pietà."
fiore_107.csv,"Su’ monti del litame star tremando,","tremori sulle montagne di letame,",tremolii sulle alture di sterco.
fiore_107.csv,"Che fredo e fame gli fa sì acorando,",e soffrire tanto dal freddo e dalla fame,e patire profondamente dal gelo e dalla carestia
fiore_107.csv,"Ch’e’ non posson pregiar né Die, né santi,","che non possono pregare né Dio né i Santi,",che non possono invocare né Dio né i Santi.
fiore_107.csv,"E ’l più, ch’i’ posso, lor fugo davanti","e il più che posso, davanti a loro fuggo,","e il più lontano possibile, fuggisco davanti a loro."
fiore_107.csv,Sanza girne nessun riconfortando.,senza confortare nessuno di loro;,senza consolare nessuno di loro.
fiore_107.csv,"Anzi lor dico: “Al Diavol v’acomando,","Anzi li dico: ""Vi affido al Diavolo","!""Anzi li dico: ""Vi consegno al Demonio!"""
fiore_107.csv,"Con tutti que’, che non àn de’ bisanti”.","con tutti quelli che non hanno denaro"".",con tutti quelli che sono privi di fondi.
fiore_107.csv,Ché•lla lor conpressione è freda e secca,"Perché la loro povertà è fredda e asciutta,"," la loro speranza è vivaPerché la loro miseria è rigida e arida, la loro fiducia è fervente."
fiore_107.csv,"Sì ch’i’ non so, ch’i’ di lor trar potesse.",che non so se potrei trarne beneficio.,che non so se potrei ricavarne un vantaggio.
fiore_107.csv,"Or che dir a colui, che ’l coltel lecca?",Cosa dire a chi lecca un coltello?,Che cosa sussurrare a chi lecca una lama?
fiore_107.csv,"Di gran follia, credo, m’intramettesse",Penso che sarebbe una grande follia,Credo che sarebbe un'enorme sciocchezza
fiore_107.csv,"Voler insegniar vender frutta a trecha,",voler insegnare a vendere frutta marcia,desiderare istruire a vendere frutta guasta
fiore_107.csv,O ch’i’ a•letto del cane unto chiedesse.,o chiedere l'olio del cane unto.,sollecitare l'aiuto del cane oleoso.
fiore_108.csv,"Ma, quand’i’ truovo un ben ricco usuraio","Ma quando trovo un usuraio ricco usuraio,",Ma quando trovo un avido di interessi benestante
